Id,Label,timeset,id_artista,popularidad,generos_musicales,genero,louvain,infomap,modularity_class
Literal,Literal,,spotify:artist:0Ec1MqHP5MENR7rK3DtO3G,37,[],NA,1,175,6
Juan Luqui,Juan Luqui,,spotify:artist:6lt8CZydFV47oahQc38LL5,7,[],male,17,176,6
Anibal Kerpel,Anibal Kerpel,,spotify:artist:1tkoCroEpHe2UexqTAd8Wh,29,[],male,17,176,6
Barbarita Palacios,Barbarita Palacios,,spotify:artist:1gq0ImfjG4vhi885kD3gB8,10,['Folklore'],female,10,87,6
Paulina Fain,Paulina Fain,,spotify:artist:58Ts8sUwRBLaxKV3fJHrIc,1,[],female,4,283,2
Ariel Ardit,Ariel Ardit,,spotify:artist:62WLKvGxUiIjMITbNetyR6,25,['Tango'],male,1,43,6
Víctor Lavallén,Víctor Lavallén,,spotify:artist:0VXsP4n9Psxs7o4O5MW49j,6,[],male,1,43,6
Juan Pablo Di Leone,Juan Pablo Di Leone,,spotify:artist:6oDkfDNI4obD3rvv8WRpU9,14,[],male,5,60,6
Loli Molina,Loli Molina,,spotify:artist:4mStQ3gsuRt6YDkloBov32,41,['Alternative'],female,5,60,13
Santiago Segret,Santiago Segret,,spotify:artist:2IyVU9Yy24qYEotlhyfgUx,26,[],male,3,109,5
Armando Alonso,Armando Alonso,,spotify:artist:63V3FL6VN6LeTK3js2dSp1,7,[],male,3,251,6
Facundo Ramirez,Facundo Ramirez,,spotify:artist:6cguYHPhvpHSVXV45RbiNZ,6,[],male,3,108,6
Martha Argerich,Martha Argerich,,spotify:artist:66MvLAvLznk5UOvASVGjk4,53,[],female,15,5,1
Andrés Goldstein,Andrés Goldstein,,spotify:artist:0XGifvCubDQY0xQQlKjpkw,3,[],male,24,284,1
Orquesta Sinfónica Nacional de la República Argentina,Orquesta Sinfónica Nacional de la República Argentina,,spotify:artist:1AzNvdUP2oFAEXuNwSXtnd,2,[],NA,24,177,1
Osvaldo Acedo,Osvaldo Acedo,,spotify:artist:0SslGuOfVYtEI5eHtJeRyk,0,[],male,24,177,1
Francisco de Caro,Francisco de Caro,,spotify:artist:4WNOjVbHZTXAEiHCECBb8k,0,['Tango'],male,24,46,1
Sebastian Llapur,Sebastian Llapur,,spotify:artist:1TELtuCpDL3sbZnxXQApD0,34,[],male,1,39,6
Maxi Pardo,Maxi Pardo,,spotify:artist:6APnEf5cyECCCClxfH7ESE,8,[],male,1,39,6
Yamila Cafrune,Yamila Cafrune,,spotify:artist:21tGjsSQbt1AoCzi6OwHoV,22,['Folklore'],female,1,252,11
Capri,Capri,,spotify:artist:0ncK4aJkxd0iHvEbcpbEzk,15,[],male,1,32,13
Leandro Fresco,Leandro Fresco,,spotify:artist:0gJgTQEVl62dN80lQbOBK5,19,"['Pop', 'Electronica', 'Rock']",male,5,113,13
Gustavo Lamas,Gustavo Lamas,,spotify:artist:2il1USD5GwzBWuQmzwYQxt,6,['Pop'],male,5,67,13
Emisor,Emisor,,spotify:artist:0fAu9hukoNSpIUXXfhKOuE,6,[],male,5,32,13
Christian Powditch,Christian Powditch,,spotify:artist:1U3rp433q1YrSoSEEtATR3,7,[],male,5,67,13
Daniel Montenegro,Daniel Montenegro,,spotify:artist:6gA1k3JrCTseKH6q4cmhFQ,5,[],male,5,113,13
Daniel Melero,Daniel Melero,,spotify:artist:5ohM2ZA35IpUZNIAiK4RoY,41,"['Pop', 'Electronica', 'Rock', 'Alternative']",male,5,32,13
Félix Luna,Félix Luna,,spotify:artist:6aV7Q0EnQo7ssGbs6rlY6T,2,[],male,3,122,6
Lolita Torres,Lolita Torres,,spotify:artist:0fhBxe30C0J8XkxJyTFGsY,9,[],female,3,122,6
Damián Sanchez,Damián Sanchez,,spotify:artist:2k8Lkl84JJBSV8wfNiifEq,13,[],male,3,122,6
Rubén Dubrovsky,Rubén Dubrovsky,,spotify:artist:6B7trGq3EXDP4QZyqfeSoE,4,[],male,13,133,10
Grupo Vocal Argentino,Grupo Vocal Argentino,,spotify:artist:5cXfFsNEAbnAyDBb84sZ9J,7,[],NA,3,253,6
Alfredo Remus,Alfredo Remus,,spotify:artist:61rgv0cssjbKKpkESSnup3,2,"['Jazz', 'Tango', 'Folklore']",male,20,130,7
Manuel Fraga,Manuel Fraga,,spotify:artist:1AR4weKRSJg1NswV2HUjm8,5,['Jazz'],male,20,255,7
Pablo Motta,Pablo Motta,,spotify:artist:0N4l2NjzDYy8061amZ1dv6,8,[],male,20,285,7
Paula Almerares,Paula Almerares,,spotify:artist:6fjWFtyOvhk4CnI2icoLSX,0,[],female,25,178,15
Víctor Torres,Víctor Torres,,spotify:artist:5l59cyohKeqVm2EhQC4wGX,4,[],male,25,178,15
Rodrigo Montero,Rodrigo Montero,,spotify:artist:5ooUw1zjSo6JPi8HBOoJ00,0,[],male,4,180,6
Gerardo López,Gerardo López,,spotify:artist:4gRi5DgoE3Y2COdANmCNPq,13,[],male,4,332,6
Fernando Xamena,Fernando Xamena,,spotify:artist:3c6lM6Yd69PsWqzN6GwjFU,3,[],male,4,180,6
Jorge Calandrelli,Jorge Calandrelli,,spotify:artist:3cjxn6Z8XrhJuuEcxxQHmm,8,[],male,23,6,1
Sexteto Mayor,Sexteto Mayor,,spotify:artist:6Wvfeq2vPFsjNGxFmcz1nq,24,['Tango'],NA,6,256,6
Jorge Falcón,Jorge Falcón,,spotify:artist:4A8BXQviabJAmX51XaXcLN,31,['Tango'],male,12,286,14
Magdalena Fleitas,Magdalena Fleitas,,spotify:artist:7vUHOeU5ADsenylCCvlaQV,46,[],female,3,77,13
Cristóbal Repetto,Cristóbal Repetto,,spotify:artist:6zKR0k2DsuT25NEav424Pa,2,[],male,17,8,6
Uji,Uji,,spotify:artist:3BQDgh6CjxVXMhy00YEx3G,33,[],male,7,257,13
Come & C,Come & C,,spotify:artist:21spCy1ye5CTUhJofVHu0s,12,[],NA,1,15,6
El Polaco,El Polaco,,spotify:artist:3ucYybVr1mTuB04HtoBDCc,54,"['Pop', 'Cumbia']",male,1,15,6
Klan,Klan,,spotify:artist:7flslx3D22tWYKvoChQX8o,28,"['Trap', 'HipHop', 'Rap']",NA,7,123,13
Ramiro Jota,Ramiro Jota,,spotify:artist:643hBnrVfRzLm6Kz9YYfga,32,[],male,7,100,13
Santiago Córdoba,Santiago Córdoba,,spotify:artist:3gM7EGFBBygflICkOPdl0k,6,[],male,2,88,13
Marina Fages,Marina Fages,,spotify:artist:1jBRvUY23iEpMeGCKZ2RO3,24,"['Electronica', 'Alternative']",female,5,20,13
Carca,Carca,,spotify:artist:2IepsVr1DGAWIy15lh6sxC,23,"['Pop', 'Electronica', 'Rock', 'Alternative']",male,2,258,13
Claudio Gabis,Claudio Gabis,,spotify:artist:1XSVGwcOBIdSrcGp4gRSgL,14,"['Jazz', 'R&B', 'Rock']",male,1,182,6
Ariel Rot,Ariel Rot,,spotify:artist:5kXK8waG1JeBQ8b5leWNSu,36,"['Pop', 'Rock']",male,1,182,6
Pappo,Pappo,,spotify:artist:1db5TWniHR7iqwXer7AiQ2,50,"['Rock', 'Metal', 'Alternative']",male,1,21,6
Alfredo Toth,Alfredo Toth,,spotify:artist:6jY5tvGdUYfG9E1GXlnTGp,4,['Rock'],male,1,55,6
El Kuelgue,El Kuelgue,,spotify:artist:6jRUKVZllu1wtgXHbqvUmT,54,"['Rock', 'Reggae', 'Alternative']",NA,2,41,13
Connie Isla,Connie Isla,,spotify:artist:3rRWzsERkCNBl27Nih029a,39,['Pop'],female,1,15,6
Manuel Moretti,Manuel Moretti,,spotify:artist:2OHC8FLow0MAt62MoMRzZk,27,"['Pop', 'Rock']",male,1,287,6
Chocolate Fogo,Chocolate Fogo,,spotify:artist:0MMbInVw5PpAi2TAvbDtLP,8,[],NA,1,41,6
Lucia Galan,Lucia Galan,,spotify:artist:5WX8pBPYya8duzqxGktzIh,25,[],female,1,124,5
Violeta Rivas,Violeta Rivas,,spotify:artist:37wvb2slf0x1R2W9xIUsWw,24,"['Pop', 'Rock']",female,1,1,5
Libertad Lamarque,Libertad Lamarque,,spotify:artist:4obTALkglm8PARkVVik9KZ,27,['Tango'],female,1,124,5
King Clave,King Clave,,spotify:artist:71FVpPyLHxYTn3CfUOJq7f,45,"['Pop', 'Rock']",male,1,124,5
El Simbolo,El Simbolo,,spotify:artist:276SjaOhqPfWqk3eDTDrz3,47,[],NA,1,25,5
Fernando Samalea,Fernando Samalea,,spotify:artist:4ttOol0gPD8eTWKuAYK0PP,7,"['Tango', 'Rock']",male,5,288,13
Estela Raval,Estela Raval,,spotify:artist:5iBkOOIEEgRYqoPEtl3TWM,28,['Folklore'],female,12,1,5
Ligia Piro,Ligia Piro,,spotify:artist:2qE3UfT4wnrBpmJ2lbtB9q,26,['Jazz'],female,12,289,5
María Martha Serra Lima,María Martha Serra Lima,,spotify:artist:03vv0WEv8o8eeVgeXBVHdP,39,['Pop'],female,12,174,5
Maria Volonte,Maria Volonte,,spotify:artist:5C1ZBqt6NoORyfsT05X9EJ,8,[],female,12,118,5
Chico Novarro,Chico Novarro,,spotify:artist:53EZ5ABP35N5oPGYTvjwU7,29,"['Jazz', 'Pop', 'Tango', 'Cumbia', 'Rock']",male,12,59,5
Cacho Tirao,Cacho Tirao,,spotify:artist:78tiXC9u3a6PyQHB94GBnV,25,['Tango'],male,12,179,5
Los Guarros,Los Guarros,,spotify:artist:6QcCAqoq8aSa6fi5uAYled,14,['Rock'],NA,1,56,6
La Barra,La Barra,,spotify:artist:0QIeOzcA4xi1RMwXWPdl14,50,[],NA,1,81,5
Magui Olave,Magui Olave,,spotify:artist:1kfrmHoRbXekpUf2iM6zBE,42,[],NA,1,183,5
Brian Lanzelotta,Brian Lanzelotta,,spotify:artist:6SV6TCY7KVVWmAhnX5WnS3,33,"['Pop', 'Cumbia']",NA,1,81,5
Agos Nisi,Agos Nisi,,spotify:artist:2PaIU0s55Sglwuq0zMLRFM,0,[],female,1,55,5
Maria José Demare,Maria José Demare,,spotify:artist:52bh3UorKsTwG9Rl8iDiJ8,4,[],female,3,56,2
Juan Ramon,Juan Ramon,,spotify:artist:6Ff5ifsGeDGD8nwShPI0Gw,13,[],male,6,82,2
Alberto Cortez,Alberto Cortez,,spotify:artist:0Iww53p8UY2oYtQhfzsSY9,47,"['Pop', 'Folklore']",male,6,82,5
Lola Arias,Lola Arias,,spotify:artist:53eB0ZnT2mF21xdu9JPDVs,4,[],female,1,259,13
Rosario Bléfari,Rosario Bléfari,,spotify:artist:048Ps9xL1nU6dsliRDJi3y,28,"['Rock', 'Alternative']",female,2,75,13
Sara Hebe,Sara Hebe,,spotify:artist:4pFUriuYqqAmBCvqF9o6LW,46,"['HipHop', 'Cumbia', 'Punk', 'Rap']",female,7,100,13
Potra,Potra,,spotify:artist:2qP9rlQySpfxXYrHZ8IkAO,15,[],NA,3,37,5
Cristian Zárate,Cristian Zárate,,spotify:artist:3DxNxcSmNfdPAmxTNcPGCd,10,[],male,15,31,7
Leonardo Suarez Paz,Leonardo Suarez Paz,,spotify:artist:0xloWULNg6JINYMYocvL0f,0,[],male,10,7,7
Osvaldo Requena,Osvaldo Requena,,spotify:artist:0u4Ts2jzqhhQxgnIgLB9E0,1,['Tango'],male,10,265,1
Angel Villoldo,Angel Villoldo,,spotify:artist:58zqZbO02GoqvH117YPH5D,5,[],male,10,197,1
Carlos Guastavino,Carlos Guastavino,,spotify:artist:5tsUYkQxnLGOzfj31dWmvL,23,[],male,13,62,10
Juan Lauga,Juan Lauga,,spotify:artist:6P20S9msop8UKKqOwZJNHF,0,['Tango'],male,10,0,1
Saul Cosentino,Saul Cosentino,,spotify:artist:5By5B7dqOWnPsZvhbk6LJ3,2,[],male,20,7,7
Luis Gianneo,Luis Gianneo,,spotify:artist:6GbjnWeQqrEb6FvCY76V7W,2,[],male,26,185,1
Eduardo Falú,Eduardo Falú,,spotify:artist:3GmAEo2lOqrVb7BrHvUS5M,26,['Folklore'],male,4,261,6
Francisco Fiorentino,Francisco Fiorentino,,spotify:artist:0chC6Ta4I8hpmaZ28GUdMT,26,['Tango'],male,9,83,1
Roberto Rufino,Roberto Rufino,,spotify:artist:77lIcMj8n8EME52oE0pcxN,23,['Tango'],male,8,134,8
Aldo Calderón,Aldo Calderón,,spotify:artist:0kvB65iiRFMo0m4KHSvBas,2,[],male,9,48,1
Jorge Casal,Jorge Casal,,spotify:artist:6L7O04OiT9fGaG5jdfY5ox,7,['Tango'],male,9,48,1
Raul Beron,Raul Beron,,spotify:artist:5MUxvhkKJ6F52OtoV3i93A,16,[],male,9,127,1
Roberto Grela,Roberto Grela,,spotify:artist:4NkIT9ejpKX3c6zfz3VzrT,20,['Tango'],male,9,84,1
Amadeo Mandarino,Amadeo Mandarino,,spotify:artist:05KONw4k9cdArmCSNtLFpd,1,['Tango'],male,9,48,1
Rodolfo Biagi,Rodolfo Biagi,,spotify:artist:50BzmPPHNTQjeLW5JvrZJs,30,['Tango'],male,11,14,12
Carlos Di Sarli,Carlos Di Sarli,,spotify:artist:0gAbrqBahiaTF69TmVb9fQ,36,['Tango'],male,8,50,8
Osvaldo Fresedo,Osvaldo Fresedo,,spotify:artist:30tf3CsLuv3h4nR6n7ianI,25,['Tango'],male,8,34,8
Alfredo Gobbi,Alfredo Gobbi,,spotify:artist:62ABL5pqowZJin1fkheWo7,22,['Tango'],male,8,135,9
Julio De Caro,Julio De Caro,,spotify:artist:5sH2omybKmPkkDYHzpyseu,22,['Tango'],male,9,35,14
Alfredo De Angelis,Alfredo De Angelis,,spotify:artist:1T5fdN2r38UO5jz6cb4tHD,38,['Tango'],male,14,6,8
Roberto Firpo,Roberto Firpo,,spotify:artist:57r4BX1GO0yZfvh0hoE4nT,19,['Tango'],male,9,89,12
Ricardo Tanturi,Ricardo Tanturi,,spotify:artist:2qMnZ26W08LGkJx2WfM6DK,28,['Tango'],male,2,198,1
Horacio Salgán,Horacio Salgán,,spotify:artist:2Bh9iQTtKB9vzl6iLtwZ9W,21,['Tango'],male,9,199,1
Antonio Carrizo,Antonio Carrizo,,spotify:artist:7rDJMckKZVBWV6U3eA9Ap4,1,[],male,9,83,1
Atilio Stampone y su Orquesta Tipica,Atilio Stampone y su Orquesta Tipica,,spotify:artist:7BaxhBweRJpcPzkowkOquu,25,[],NA,9,83,1
Sexteto Tango,Sexteto Tango,,spotify:artist:0XRtBMgyBDVmBKAR2mqmR4,11,['Tango'],NA,9,83,1
Púrpura Pansa,Púrpura Pansa,,spotify:artist:3S0p6wFjHGXLJ5QUaeYJc6,3,[],NA,10,184,1
Osvaldo Pugliese,Osvaldo Pugliese,,spotify:artist:2HO9rAU2R7CRnmhx0ytN41,37,['Tango'],male,8,3,9
Camerata Bariloche,Camerata Bariloche,,spotify:artist:3vWOBUq3oL2UyI0FlKYDic,7,[],NA,10,5,1
Hugo Romero,Hugo Romero,,spotify:artist:0K3OMNOb1H2pis6fioh2qY,0,[],male,12,290,1
Ernesto Jodos,Ernesto Jodos,,spotify:artist:7CMEUsgU1PmgGWgJbxXEKb,6,['Jazz'],male,18,291,2
Maximo Diego Pujol,Maximo Diego Pujol,,spotify:artist:7vaQnHl1Lilh5EtrWX36YP,29,['Tango'],male,13,292,10
Carlos Moscardini,Carlos Moscardini,,spotify:artist:0yTPyCny2T9VZmIrPvfIQD,26,[],male,1,43,10
Sergio Natali,Sergio Natali,,spotify:artist:4D6fUZqicWz4qFFdoWaN6Q,1,[],male,13,16,10
Pepe Ferrer,Pepe Ferrer,,spotify:artist:5g2q3dfpl3Zz53gQnY7h7K,0,[],male,13,16,10
Marcelo Coronel,Marcelo Coronel,,spotify:artist:2Y1jeDSIJbFlhRIUUYn3Qw,2,[],male,13,16,10
Julio Santillan,Julio Santillan,,spotify:artist:6LXk56Uhs9RBXSn1CcQdhw,0,[],male,3,16,5
Mariano Mores,Mariano Mores,,spotify:artist:7Erj4RY7uctPQKcfSUMe3x,30,['Tango'],male,11,200,12
Julian Plaza,Julian Plaza,,spotify:artist:0TnzChxXy6cEruUOswhF2f,4,[],male,13,16,10
Pedro Laurenz,Pedro Laurenz,,spotify:artist:5UGl3tpHti3d06IXlMoZx2,27,['Tango'],male,8,90,8
Narciso Saúl,Narciso Saúl,,spotify:artist:43M9G0oN7c2agT8pYkUIii,9,[],male,10,16,10
Hector Ayala,Hector Ayala,,spotify:artist:7CJPDyyeZ2Qets8c2i39cx,17,[],male,13,16,10
Walter Heinze,Walter Heinze,,spotify:artist:2kK7cTKDllW6NFtFlPi2p9,9,[],male,13,45,10
Orquesta Filarmonica De Buenos Aires,Orquesta Filarmonica De Buenos Aires,,spotify:artist:6y8opLXKsuQsUpbsdjKGgz,0,[],NA,10,186,1
Demian Chorovicz,Demian Chorovicz,,spotify:artist:13brZH2hCfStTQIVXLxrYK,10,[],male,10,262,1
Ubaldo De Lio,Ubaldo De Lio,,spotify:artist:44B4fZoPUd9dk4vtLAQnBC,11,['Tango'],male,6,199,1
Carlos Pesce,Carlos Pesce,,spotify:artist:3Z3BWlR90ODdf0xOXmqefO,0,['Tango'],male,10,197,1
Antonio Polito,Antonio Polito,,spotify:artist:0IdBaFIypYTGX5vcLSq9gU,0,[],male,10,197,1
Juan José Mosalini,Juan José Mosalini,,spotify:artist:6GW5iZCGywgT40khnKoES6,8,['Tango'],male,10,187,1
Sebastian Piana,Sebastian Piana,,spotify:artist:0oTwcgd222TeuB2a6EZP9H,3,['Tango'],male,13,187,1
Fede Gareis,Fede Gareis,,spotify:artist:3PzTxYLLpGyRX9U9aPbgHB,0,[],male,6,111,6
Nini Flores,Nini Flores,,spotify:artist:2L6mboWstcbFLClRW0ckjL,7,[],male,6,111,6
Julio Pane,Julio Pane,,spotify:artist:4LfXtXfhAtyH6Htp0x0mUV,10,[],male,12,10,6
Lola Ponce,Lola Ponce,,spotify:artist:6GjbWWx5Zmmwc5lSF8095y,28,"['Pop', 'Rock']",female,2,29,6
Lorelei Taron,Lorelei Taron,,spotify:artist:4BgKgow0sYMYbeCwch19Bo,41,[],female,2,29,6
Jambao,Jambao,,spotify:artist:37zUz0gjTaNCWTOymnuWGG,52,['Cumbia'],NA,2,33,6
Oscar Belondi,Oscar Belondi,,spotify:artist:5tHwSexlHs2HGihqfOoWNM,28,[],male,2,33,6
La Repandilla,La Repandilla,,spotify:artist:4TeM4orWQq9H1Wj2intCub,48,['Cumbia'],NA,2,29,6
Santiago Moraes,Santiago Moraes,,spotify:artist:2pfLPT9ZTkPrLd8ZJiDBld,16,[],male,2,188,13
Celina Varela,Celina Varela,,spotify:artist:2LWkZ1ShsBKQJvEhQ0BGuk,0,[],female,2,264,13
Ciro y los Persas,Ciro y los Persas,,spotify:artist:2Eo4Yaukt9d6dnZrY5hQKi,60,"['Rock', 'Alternative']",NA,1,9,13
Piti Fernández,Piti Fernández,,spotify:artist:4PJtMqmJX54aKaztYQfFYb,41,"['Rock', 'Reggae']",male,1,33,13
"Javier ""La Pepa"" Brizuela","Javier ""La Pepa"" Brizuela",,spotify:artist:1WuV3Ckw4mdPZnXwUvUoel,9,[],male,1,9,13
"Martín ""Mono"" Fabio","Martín ""Mono"" Fabio",,spotify:artist:6AFfpDrjHzltnml4HygkvC,11,[],male,1,9,13
El Otro Yo,El Otro Yo,,spotify:artist:3iSYxEandRd7lJSmxWHXkk,32,"['Rock', 'Punk', 'Alternative']",NA,5,201,13
Romina Cohn,Romina Cohn,,spotify:artist:2IZzBDyzXaUQ7pu9gbmXI8,5,['Electronica'],female,5,32,13
Altocamet,Altocamet,,spotify:artist:0ZqTqI2yIMAtxEfDi0ZODe,10,['Alternative'],NA,5,67,13
Bruno Galindo,Bruno Galindo,,spotify:artist:6h9pNPHH7lzji2orGktjdN,18,[],NA,5,32,13
Walter Meza,Walter Meza,,spotify:artist:5wSEBJTNePVQJyveXptJxE,5,['Metal'],male,2,33,13
Juliana Gattas,Juliana Gattas,,spotify:artist:4beHLf0L7m2eBwhyifF9Kn,29,[],female,5,63,13
Milrayos,Milrayos,,spotify:artist:1UsjNWRCoTx3Y2beFtFyq2,4,[],NA,1,266,6
Vitillo Ábalos,Vitillo Ábalos,,spotify:artist:3yl80HDvTxgxH6DvodRilJ,3,[],male,2,267,6
Julian Kartun,Julian Kartun,,spotify:artist:04f2OyzgBLH7Wh4m57OPv8,36,[],male,1,44,13
Pablo Vidal,Pablo Vidal,,spotify:artist:7FKeMwquuGvtbBmSIHCYcC,10,['Jazz'],male,1,44,13
De La Rivera,De La Rivera,,spotify:artist:4U48zETkokPB76fnXQiO2b,22,['Alternative'],NA,1,44,6
Silvina Moreno,Silvina Moreno,,spotify:artist:2wMN1UAgISJA8yQusQL18G,38,"['Jazz', 'Pop', 'Rock', 'Alternative']",female,1,52,13
Nolberto Al k la,Nolberto Al k la,,spotify:artist:0y2UIyqXN4KctxsMLgSMhm,41,['Cumbia'],NA,3,189,5
Tei Shi,Tei Shi,,spotify:artist:1xcMOgFUM1IYZE22YjCvsL,48,"['Pop', 'R&B', 'Alternative']",female,5,126,13
Daniela Spalla,Daniela Spalla,,spotify:artist:2VSRhqonKsL7KRAIk8SMmt,57,"['Jazz', 'Pop', 'Rock', 'Alternative']",female,5,126,13
FLORIAN,FLORIAN,,spotify:artist:6C3bLjpIfVoapHjMfpYAy2,26,['Alternative'],male,1,268,13
Delfina Campos,Delfina Campos,,spotify:artist:4d0lC4AT0DwcybhN6SSB0G,31,"['Rock', 'Alternative']",female,0,23,0
Galean,Galean,,spotify:artist:3usCwS0jcb6SFJe3ZPiFA8,7,['Electronica'],male,1,24,13
Mariano Godoy,Mariano Godoy,,spotify:artist:7gpYDxVfirNyKXORQncECR,25,['Alternative'],male,1,24,13
Francisca y Los Exploradores,Francisca y Los Exploradores,,spotify:artist:2axDF0woEL8GYIoW93gPPf,32,"['Rock', 'Alternative']",NA,1,86,13
Jazmin Esquivel,Jazmin Esquivel,,spotify:artist:0fIYDdq51EapT0JErprhvm,0,[],female,1,24,13
Julio Franchi,Julio Franchi,,spotify:artist:3TeDjB8WPQ9bfPY1rThZAt,7,['Alternative'],male,1,24,13
Juan Carlos Tolosa,Juan Carlos Tolosa,,spotify:artist:7vVE1WJaN5F1C7IsO1OQN0,10,[],male,1,163,6
Alejandro Manzoni,Alejandro Manzoni,,spotify:artist:1Nr4ZefadwBH0cQrjnHMtE,0,[],male,10,16,1
Guadalupe Gómez,Guadalupe Gómez,,spotify:artist:06HmXqT0IRQfut1o11YDHd,5,[],female,10,16,1
Alejandro Franov,Alejandro Franov,,spotify:artist:2ocOLQWZUMc8Q1BjjGyvjz,6,[],male,10,270,1
Miriam García,Miriam García,,spotify:artist:2mOHlObkV2dhspvDzllGOS,19,[],female,3,42,13
Kaleema,Kaleema,,spotify:artist:7o5v2sjfFaMOgUKtfMQRWW,26,[],female,7,293,13
Frikstailers,Frikstailers,,spotify:artist:3kGiP6mQDtEZG5UD7mAlBH,18,['Cumbia'],NA,7,136,13
Thornato,Thornato,,spotify:artist:6ghG9s4GfKVwxKtSdCtgwP,40,[],male,7,136,13
King Coya,King Coya,,spotify:artist:0HrREC22dh7WCLLtf5Tewy,25,"['Cumbia', 'Folklore']",male,7,12,13
El Remolón,El Remolón,,spotify:artist:2ubr2Ri0ue6a0XHFWLJyaR,28,['Cumbia'],male,7,36,13
SidiRum,SidiRum,,spotify:artist:6aCzyU3S7tQc31Cv09EcYu,30,[],NA,7,202,13
Barrio Lindo,Barrio Lindo,,spotify:artist:6AHDMBhI1OTokvO5DkBB9p,32,['Folklore'],male,7,12,13
Fauna,Fauna,,spotify:artist:3FH2vhSAC0MVydlM1db1tv,21,['Cumbia'],NA,7,36,13
Wenceslada,Wenceslada,,spotify:artist:6ocPxR8KkxBQmMB41CqeKU,12,[],female,7,294,13
Princesa,Princesa,,spotify:artist:72hn6ql4BrmF1BOuwaqnWT,8,[],NA,7,52,13
Fémina,Fémina,,spotify:artist:6Saxi5uCjuMzIGcqqvTumR,44,"['Folklore', 'Rap', 'Alternative']",NA,7,295,13
Hermetics,Hermetics,,spotify:artist:4FOl3ytTF0JV9hh9rsv03u,13,[],male,7,42,13
LUVI TORRES,LUVI TORRES,,spotify:artist:0U6e4AWJDteC3blrD46avQ,19,[],female,7,42,13
Paloma del Cerro,Paloma del Cerro,,spotify:artist:6jCZSq4NyG2Ry0LyKHqClp,36,['Folklore'],female,7,12,13
Gus Goncalves,Gus Goncalves,,spotify:artist:32ZS8Tpe0xWuLP3LZE8a4C,3,[],male,7,42,13
Shaman Herrera,Shaman Herrera,,spotify:artist:6v6Zd9sNdAHCHBrrIs58So,11,"['Folklore', 'Rock']",male,7,296,13
Matías Méndez,Matías Méndez,,spotify:artist:4Z4xMf2xHuZ6iXpw6Wkhxg,5,['R&B'],male,18,65,13
Pedro Rossi,Pedro Rossi,,spotify:artist:56lOMVymgFR7ay0cyhoodZ,1,[],male,4,297,2
Martín Pantyrer,Martín Pantyrer,,spotify:artist:756n9N9pvvZAhqG43CuweV,1,[],male,18,85,2
Jeronimo Carmona,Jeronimo Carmona,,spotify:artist:1aWDZz3CHFBlXquod6WKvd,4,[],male,18,65,2
Ezequiel Cantero,Ezequiel Cantero,,spotify:artist:5hALmrTt4xrYMbXi78Mgui,1,[],male,18,65,2
Angel Dominguez,Angel Dominguez,,spotify:artist:5GoP3TFHNQoim3g2esHMJX,0,[],male,8,46,9
Agustín Bardi,Agustín Bardi,,spotify:artist:0x7NI5V4gHhF9BMLoS09Fr,2,['Tango'],male,13,45,10
Vicente Salerno,Vicente Salerno,,spotify:artist:1wHeN5PrCuo3InrSB4kLU3,2,[],male,8,46,9
Argentino Galván,Argentino Galván,,spotify:artist:68SMOaC2bdct1lmGTPZP03,1,['Tango'],male,8,46,9
Oscar Serpa,Oscar Serpa,,spotify:artist:502zYKCS19z1ymcrxuLV7o,7,['Tango'],male,8,46,8
Manuel Sucher,Manuel Sucher,,spotify:artist:3Gz1w85TNSQo5dB9nv9tr9,0,['Tango'],male,8,46,9
Juan Caldarella,Juan Caldarella,,spotify:artist:6gH7gDUJpp5cLhAy3II2xJ,3,['Tango'],male,8,47,9
Rodolfo Sciammarella,Rodolfo Sciammarella,,spotify:artist:6TYaVYGMC8tAIQ55KA2HF0,2,[],male,9,11,14
Oscar Castagniaro,Oscar Castagniaro,,spotify:artist:0whH2vqEIW5Va2Tc6eYcmt,0,[],male,8,47,9
Luciano Leocata,Luciano Leocata,,spotify:artist:1SHJoLQBPPxy0MnmDf9huh,2,[],male,8,47,9
Emilio Balcarce,Emilio Balcarce,,spotify:artist:1nvkbZ9dDFxecWmgSYmziL,2,['Tango'],male,8,47,9
Ismael Spitalnik,Ismael Spitalnik,,spotify:artist:19LMOF6MJQwxjO04cbLuqc,0,[],male,8,47,9
Osvaldo Ruggiero,Osvaldo Ruggiero,,spotify:artist:0jGY7PS8wfg5EoK1bxhAfP,11,['Tango'],male,8,47,9
Nelly Omar,Nelly Omar,,spotify:artist:6IyGH3tMgXudiE41XE6Y8f,24,['Tango'],female,-1,84,14
Anibal Troilo,Anibal Troilo,,spotify:artist:3RgXFYe2ymEIIZ4YAEnSsE,0,['Tango'],male,9,48,1
Jose Basso,Jose Basso,,spotify:artist:1WO3dbf5srE7BLNkvZhWxm,16,['Tango'],male,10,272,1
Osvaldo Ramos,Osvaldo Ramos,,spotify:artist:38RiYamOa7EzLpxRpZGDlB,3,['Tango'],male,11,273,12
Angel Vargas,Angel Vargas,,spotify:artist:6aFniNaSJ0Pye4B2nqLxCJ,4,['Tango'],male,9,22,8
Miguel Calo,Miguel Calo,,spotify:artist:74tkWjgprwTUFyWLQcSsG2,33,['Tango'],male,8,127,1
Quinteto Pirincho,Quinteto Pirincho,,spotify:artist:2uelMFoEx5ngneQvQ99kzc,0,[],NA,23,13,1
