Id,Label,id_artista,popularidad,generos_musicales,genero,betweenness
Sexteto Tango,Sexteto Tango,spotify:artist:0XRtBMgyBDVmBKAR2mqmR4,11,['Tango'],NA,1
Púrpura Pansa,Púrpura Pansa,spotify:artist:3S0p6wFjHGXLJ5QUaeYJc6,3,['Tango'],NA,1
Osvaldo Pugliese,Osvaldo Pugliese,spotify:artist:2HO9rAU2R7CRnmhx0ytN41,37,['Tango'],male,2
Camerata Bariloche,Camerata Bariloche,spotify:artist:3vWOBUq3oL2UyI0FlKYDic,7,['Tango'],NA,1
Hugo Romero,Hugo Romero,spotify:artist:0K3OMNOb1H2pis6fioh2qY,0,['Tango'],male,1
Ernesto Jodos,Ernesto Jodos,spotify:artist:7CMEUsgU1PmgGWgJbxXEKb,6,['Jazz'],male,0
Maximo Diego Pujol,Maximo Diego Pujol,spotify:artist:7vaQnHl1Lilh5EtrWX36YP,29,['Tango'],male,1
Carlos Moscardini,Carlos Moscardini,spotify:artist:0yTPyCny2T9VZmIrPvfIQD,26,['Tango'],male,1
Sergio Natali,Sergio Natali,spotify:artist:4D6fUZqicWz4qFFdoWaN6Q,1,['Tango'],male,1
Pepe Ferrer,Pepe Ferrer,spotify:artist:5g2q3dfpl3Zz53gQnY7h7K,0,['Tango'],male,1
Marcelo Coronel,Marcelo Coronel,spotify:artist:2Y1jeDSIJbFlhRIUUYn3Qw,2,['Tango'],male,1
Julio Santillan,Julio Santillan,spotify:artist:6LXk56Uhs9RBXSn1CcQdhw,0,"['Jazz', 'Pop', 'Rock']",male,1
Mariano Mores,Mariano Mores,spotify:artist:7Erj4RY7uctPQKcfSUMe3x,30,['Tango'],male,2
Julian Plaza,Julian Plaza,spotify:artist:0TnzChxXy6cEruUOswhF2f,4,['Tango'],male,1
Pedro Laurenz,Pedro Laurenz,spotify:artist:5UGl3tpHti3d06IXlMoZx2,27,['Tango'],male,2
Narciso Saúl,Narciso Saúl,spotify:artist:43M9G0oN7c2agT8pYkUIii,9,"['Pop', 'Folklore', 'Rock']",male,1
Hector Ayala,Hector Ayala,spotify:artist:7CJPDyyeZ2Qets8c2i39cx,17,['Tango'],male,1
Walter Heinze,Walter Heinze,spotify:artist:2kK7cTKDllW6NFtFlPi2p9,9,['Tango'],male,1
Orquesta Filarmonica De Buenos Aires,Orquesta Filarmonica De Buenos Aires,spotify:artist:6y8opLXKsuQsUpbsdjKGgz,0,['Rock'],NA,1
Demian Chorovicz,Demian Chorovicz,spotify:artist:13brZH2hCfStTQIVXLxrYK,10,['Cumbia'],male,0
Ubaldo De Lio,Ubaldo De Lio,spotify:artist:44B4fZoPUd9dk4vtLAQnBC,11,['Tango'],male,1
Carlos Pesce,Carlos Pesce,spotify:artist:3Z3BWlR90ODdf0xOXmqefO,0,['Tango'],male,1
Antonio Polito,Antonio Polito,spotify:artist:0IdBaFIypYTGX5vcLSq9gU,0,['Tango'],male,2
Juan José Mosalini,Juan José Mosalini,spotify:artist:6GW5iZCGywgT40khnKoES6,8,['Tango'],male,1
Sebastian Piana,Sebastian Piana,spotify:artist:0oTwcgd222TeuB2a6EZP9H,3,['Tango'],male,1
Fede Gareis,Fede Gareis,spotify:artist:3PzTxYLLpGyRX9U9aPbgHB,0,"['Tango', 'Folklore']",male,0
Nini Flores,Nini Flores,spotify:artist:2L6mboWstcbFLClRW0ckjL,7,"['Tango', 'Folklore']",male,0
Julio Pane,Julio Pane,spotify:artist:4LfXtXfhAtyH6Htp0x0mUV,10,['Tango'],male,0
Lola Ponce,Lola Ponce,spotify:artist:6GjbWWx5Zmmwc5lSF8095y,28,"['Pop', 'Rock']",female,0
Lorelei Taron,Lorelei Taron,spotify:artist:4BgKgow0sYMYbeCwch19Bo,41,"['Pop', 'Rock']",female,0
Jambao,Jambao,spotify:artist:37zUz0gjTaNCWTOymnuWGG,52,['Cumbia'],NA,3
Oscar Belondi,Oscar Belondi,spotify:artist:5tHwSexlHs2HGihqfOoWNM,28,['Cumbia'],male,0
La Repandilla,La Repandilla,spotify:artist:4TeM4orWQq9H1Wj2intCub,48,['Cumbia'],NA,0
Santiago Moraes,Santiago Moraes,spotify:artist:2pfLPT9ZTkPrLd8ZJiDBld,16,['Alternative'],male,3
Celina Varela,Celina Varela,spotify:artist:2LWkZ1ShsBKQJvEhQ0BGuk,0,"['Rock', 'Punk', 'Reggae']",female,3
Ciro y los Persas,Ciro y los Persas,spotify:artist:2Eo4Yaukt9d6dnZrY5hQKi,60,"['Rock', 'Alternative']",NA,3
Piti Fernández,Piti Fernández,spotify:artist:4PJtMqmJX54aKaztYQfFYb,41,"['Rock', 'Reggae']",male,3
"Javier ""La Pepa"" Brizuela","Javier ""La Pepa"" Brizuela",spotify:artist:1WuV3Ckw4mdPZnXwUvUoel,9,"['Rock', 'Alternative']",male,3
"Martín ""Mono"" Fabio","Martín ""Mono"" Fabio",spotify:artist:6AFfpDrjHzltnml4HygkvC,11,"['Rock', 'Alternative']",male,3
El Otro Yo,El Otro Yo,spotify:artist:3iSYxEandRd7lJSmxWHXkk,32,"['Rock', 'Punk', 'Alternative']",NA,3
Romina Cohn,Romina Cohn,spotify:artist:2IZzBDyzXaUQ7pu9gbmXI8,5,['Electronica'],female,3
Altocamet,Altocamet,spotify:artist:0ZqTqI2yIMAtxEfDi0ZODe,10,['Alternative'],NA,3
Bruno Galindo,Bruno Galindo,spotify:artist:6h9pNPHH7lzji2orGktjdN,18,"['Pop', 'Electronica', 'Rock', 'Alternative']",NA,3
Walter Meza,Walter Meza,spotify:artist:5wSEBJTNePVQJyveXptJxE,5,['Metal'],male,3
Juliana Gattas,Juliana Gattas,spotify:artist:4beHLf0L7m2eBwhyifF9Kn,29,"['Pop', 'Rock']",female,3
Milrayos,Milrayos,spotify:artist:1UsjNWRCoTx3Y2beFtFyq2,4,['Pop'],NA,0
Vitillo Ábalos,Vitillo Ábalos,spotify:artist:3yl80HDvTxgxH6DvodRilJ,3,"['Rock', 'Punk', 'Alternative']",male,6
Julian Kartun,Julian Kartun,spotify:artist:04f2OyzgBLH7Wh4m57OPv8,36,"['Rap', 'Alternative']",male,3
Pablo Vidal,Pablo Vidal,spotify:artist:7FKeMwquuGvtbBmSIHCYcC,10,['Jazz'],male,3
De La Rivera,De La Rivera,spotify:artist:4U48zETkokPB76fnXQiO2b,22,['Alternative'],NA,0
Silvina Moreno,Silvina Moreno,spotify:artist:2wMN1UAgISJA8yQusQL18G,38,"['Jazz', 'Pop', 'Rock', 'Alternative']",female,3
Nolberto Al k la,Nolberto Al k la,spotify:artist:0y2UIyqXN4KctxsMLgSMhm,41,['Cumbia'],NA,8
Tei Shi,Tei Shi,spotify:artist:1xcMOgFUM1IYZE22YjCvsL,48,"['Pop', 'R&B', 'Alternative']",female,3
Daniela Spalla,Daniela Spalla,spotify:artist:2VSRhqonKsL7KRAIk8SMmt,57,"['Jazz', 'Pop', 'Rock', 'Alternative']",female,3
FLORIAN,FLORIAN,spotify:artist:6C3bLjpIfVoapHjMfpYAy2,26,['Alternative'],male,3
Delfina Campos,Delfina Campos,spotify:artist:4d0lC4AT0DwcybhN6SSB0G,31,"['Rock', 'Alternative']",female,4
Galean,Galean,spotify:artist:3usCwS0jcb6SFJe3ZPiFA8,7,['Electronica'],male,3
Mariano Godoy,Mariano Godoy,spotify:artist:7gpYDxVfirNyKXORQncECR,25,['Alternative'],male,3
Francisca y Los Exploradores,Francisca y Los Exploradores,spotify:artist:2axDF0woEL8GYIoW93gPPf,32,"['Rock', 'Alternative']",NA,3
Jazmin Esquivel,Jazmin Esquivel,spotify:artist:0fIYDdq51EapT0JErprhvm,0,['Alternative'],female,3
Julio Franchi,Julio Franchi,spotify:artist:3TeDjB8WPQ9bfPY1rThZAt,7,['Alternative'],male,3
Juan Carlos Tolosa,Juan Carlos Tolosa,spotify:artist:7vVE1WJaN5F1C7IsO1OQN0,10,"['Rock', 'Alternative']",male,0
Alejandro Manzoni,Alejandro Manzoni,spotify:artist:1Nr4ZefadwBH0cQrjnHMtE,0,"['Jazz', 'Tango', 'Folklore']",male,1
Guadalupe Gómez,Guadalupe Gómez,spotify:artist:06HmXqT0IRQfut1o11YDHd,5,"['Jazz', 'Tango', 'Folklore']",female,1
Alejandro Franov,Alejandro Franov,spotify:artist:2ocOLQWZUMc8Q1BjjGyvjz,6,"['Jazz', 'Tango', 'Folklore']",male,1
Miriam García,Miriam García,spotify:artist:2mOHlObkV2dhspvDzllGOS,19,"['Cumbia', 'Folklore']",female,5
Kaleema,Kaleema,spotify:artist:7o5v2sjfFaMOgUKtfMQRWW,26,"['Cumbia', 'Folklore']",female,5
Frikstailers,Frikstailers,spotify:artist:3kGiP6mQDtEZG5UD7mAlBH,18,['Cumbia'],NA,5
Thornato,Thornato,spotify:artist:6ghG9s4GfKVwxKtSdCtgwP,40,['Cumbia'],male,5
King Coya,King Coya,spotify:artist:0HrREC22dh7WCLLtf5Tewy,25,"['Cumbia', 'Folklore']",male,5
El Remolón,El Remolón,spotify:artist:2ubr2Ri0ue6a0XHFWLJyaR,28,['Cumbia'],male,5
SidiRum,SidiRum,spotify:artist:6aCzyU3S7tQc31Cv09EcYu,30,['Folklore'],NA,5
Barrio Lindo,Barrio Lindo,spotify:artist:6AHDMBhI1OTokvO5DkBB9p,32,['Folklore'],male,5
Fauna,Fauna,spotify:artist:3FH2vhSAC0MVydlM1db1tv,21,['Cumbia'],NA,5
Wenceslada,Wenceslada,spotify:artist:6ocPxR8KkxBQmMB41CqeKU,12,"['Cumbia', 'Folklore']",female,5
Princesa,Princesa,spotify:artist:72hn6ql4BrmF1BOuwaqnWT,8,"['Trap', 'Pop']",NA,4
Fémina,Fémina,spotify:artist:6Saxi5uCjuMzIGcqqvTumR,44,"['Folklore', 'Rap', 'Alternative']",NA,5
Hermetics,Hermetics,spotify:artist:4FOl3ytTF0JV9hh9rsv03u,13,"['Cumbia', 'Folklore']",male,5
LUVI TORRES,LUVI TORRES,spotify:artist:0U6e4AWJDteC3blrD46avQ,19,"['Cumbia', 'Folklore']",female,5
Paloma del Cerro,Paloma del Cerro,spotify:artist:6jCZSq4NyG2Ry0LyKHqClp,36,['Folklore'],female,5
Gus Goncalves,Gus Goncalves,spotify:artist:32ZS8Tpe0xWuLP3LZE8a4C,3,['Folklore'],male,5
Shaman Herrera,Shaman Herrera,spotify:artist:6v6Zd9sNdAHCHBrrIs58So,11,"['Folklore', 'Rock']",male,5
Matías Méndez,Matías Méndez,spotify:artist:4Z4xMf2xHuZ6iXpw6Wkhxg,5,['R&B'],male,3
Pedro Rossi,Pedro Rossi,spotify:artist:56lOMVymgFR7ay0cyhoodZ,1,['Jazz'],male,0
Martín Pantyrer,Martín Pantyrer,spotify:artist:756n9N9pvvZAhqG43CuweV,1,['Jazz'],male,0
Jeronimo Carmona,Jeronimo Carmona,spotify:artist:1aWDZz3CHFBlXquod6WKvd,4,['Jazz'],male,0
Ezequiel Cantero,Ezequiel Cantero,spotify:artist:5hALmrTt4xrYMbXi78Mgui,1,['Jazz'],male,0
Angel Dominguez,Angel Dominguez,spotify:artist:5GoP3TFHNQoim3g2esHMJX,0,['Tango'],male,2
Agustín Bardi,Agustín Bardi,spotify:artist:0x7NI5V4gHhF9BMLoS09Fr,2,['Tango'],male,1
Vicente Salerno,Vicente Salerno,spotify:artist:1wHeN5PrCuo3InrSB4kLU3,2,['Tango'],male,2
Argentino Galván,Argentino Galván,spotify:artist:68SMOaC2bdct1lmGTPZP03,1,['Tango'],male,2
Oscar Serpa,Oscar Serpa,spotify:artist:502zYKCS19z1ymcrxuLV7o,7,['Tango'],male,2
