numero,Id,Label,id_artista,popularidad,generos_musicales,genero
318,Natalia Pastorutti,Natalia Pastorutti,spotify:artist:3dQbT1d8rcXcVBcOR396Kt,36,[],female
319,Jorge Rojas,Jorge Rojas,spotify:artist:45SolwUehJs6vFkuAfqMf6,47,"['folclore salteno', 'folklore argentino']",male
320,Sixto Palavecino,Sixto Palavecino,spotify:artist:7J3PlfvQyxabanXsQQtJf0,27,"['chamame', 'folclore santiagueno', 'folklore argentino']",male
321,Sandro,Sandro,spotify:artist:5srsgtoePlsp0eQIXmta1O,52,"['cancion melodica', 'pop romantico']",male
322,Nito Mestre,Nito Mestre,spotify:artist:46JHFFEjLKbXhMQsU5vSGm,29,['rock nacional'],male
323,María Rosa Yorio,María Rosa Yorio,spotify:artist:2GrKE2j3FFdSw8eAtrZqmq,17,['rock nacional'],female
324,Gustavo Santaolalla,Gustavo Santaolalla,spotify:artist:4W3fa7tiXGVXl3KilbACqt,62,"['argentine ambient', 'latin classical', 'latin soundtrack', 'orchestral soundtrack', 'soundtrack']",male
325,D-Mente,D-Mente,spotify:artist:5FhptIji4QaSFq9NupXBv7,25,"['argentine metal', 'latin metal', 'latincore', 'rock cristiano']",NA
326,Los Fabulosos Cadillacs,Los Fabulosos Cadillacs,spotify:artist:2FS22haX3FYbyOsUAkuYqZ,66,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'ska argentino']",NA
327,Edelmiro Molinari,Edelmiro Molinari,spotify:artist:1vNIIIbjhp0ZqFHwtsZV3e,6,['rock nacional'],male
328,Ramiro Gallo,Ramiro Gallo,spotify:artist:6dHeDHdhGXNzuG7hWjJM5A,13,['nuevo tango'],male
329,Andrés Beeuwsaert,Andrés Beeuwsaert,spotify:artist:3fnzS4PnRLWeLgaRuktFIu,10,[],male
330,Marcelo Corvalan,Marcelo Corvalan,spotify:artist:0xJqaIySgCaJQFtxA0C8X4,3,[],male
331,Lito Epumer,Lito Epumer,spotify:artist:0cQctgT93nOOGdnLKya1pM,6,['argentine jazz'],male
332,Suna Rocha,Suna Rocha,spotify:artist:3SGdv7Nnxz36kYLYcSWuJf,21,['folklore argentino'],female
333,Oscar Moro,Oscar Moro,spotify:artist:6mYJ5mevBWjr0iKe0BuXtv,3,[],male
334,Néstor Marconi,Néstor Marconi,spotify:artist:0ZWO3TxKWBb6QvvGEDe38H,16,['bandoneon'],male
335,Balbina Ramos,Balbina Ramos,spotify:artist:2Eqg76yCE6NyGS9XymOv75,3,[],female
336,Piñon Fijo,Piñon Fijo,spotify:artist:6PRgcvz1LpSPCsJD7dvzBE,33,"['cancion infantil latinoamericana', 'musica para ninos']",male
337,Skay Beilinson,Skay Beilinson,spotify:artist:4K8Mrjr9IvA8QU0Vjj4BED,46,"['argentine punk', 'argentine rock', 'latin alternative', 'latin metal', 'latin rock', 'rock en espanol', 'rock nacional']",male
338,Conociendo Rusia,Conociendo Rusia,spotify:artist:79R7PUc6T6j09G8mJzNml2,57,"['argentine alternative rock', 'argentine indie']",NA
339,Nayla Lebón,Nayla Lebón,spotify:artist:3z5hUEzZZdic4OwyuR04ck,11,[],female
340,Diego Torres,Diego Torres,spotify:artist:0LALueHEQunQ2d61fXGeZh,63,"['latin pop', 'pop argentino', 'rock en espanol', 'tropical']",male
341,Eruca Sativa,Eruca Sativa,spotify:artist:2RPNbhguRnI9uqahGYcUc6,40,"['argentine indie', 'argentine rock', 'indie cordoba', 'latin metal', 'latin rock', 'nuevo folklore argentino', 'rock en espanol', 'rock nacional']",NA
342,Polifemo,Polifemo,spotify:artist:5kt7SkycNsq8vbKoFb3QxO,21,['rock nacional'],NA
343,David Lebón Jr,David Lebón Jr,spotify:artist:0s3cjahFnOn5Qwu7mdumFJ,0,[],male
344,Silvina Garre,Silvina Garre,spotify:artist:6q9n20PmMRLtZc1xCgq0r3,34,['rock nacional'],female
345,Soledad Pastorutti,Soledad Pastorutti,spotify:artist:6EdrIWkFKdKAEPCke3wRpg,26,[],female
346,Los Tekis,Los Tekis,spotify:artist:0iutktJLkNNtErs8c3EoF6,46,"['cumbia andina mexicana', 'folclore jujeno', 'folklore argentino']",NA
347,Facundo Saravia,Facundo Saravia,spotify:artist:7c8SVvHiXiEY6f3H7M6BcW,29,"['folclore santiagueno', 'folklore argentino']",male
348,Gustavo Cerati,Gustavo Cerati,spotify:artist:1QOmebWGB6FdFtW7Bo3F0W,68,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']",male
349,Astor Piazzolla Y Su Conjunto 9,Astor Piazzolla Y Su Conjunto 9,spotify:artist:4DeftPpGYNfrxXKeFKXOmc,12,[],NA
350,Ariel Ramírez,Ariel Ramírez,spotify:artist:2dTieljE0C4ydCdUPIPLRW,42,['latin classical'],male
351,Chango Farias Gomez,Chango Farias Gomez,spotify:artist:4uk8EjGWEOC5OgpG3MRTCS,19,[],male
352,Jaime Torres,Jaime Torres,spotify:artist:6JogLFS7BAeUUE7DBgOOVb,26,"['charango', 'folclore jujeno', 'world chill']",male
353,Ruben Lobo,Ruben Lobo,spotify:artist:4p5UgXz2mMS1iUN2dcE331,11,[],male
354,Oscar Giunta,Oscar Giunta,spotify:artist:26CnXYQlwCWtgIaYpiix6P,14,[],male
355,Popi Spatocco,Popi Spatocco,spotify:artist:1OClVljQxHgGRdLn2P6DyO,12,[],male
356,Marcelo Chiodi,Marcelo Chiodi,spotify:artist:6BvPypThcJR8MH0ohwwyBq,10,[],male
357,Carlos López Puccio,Carlos López Puccio,spotify:artist:3uy6dfOCidSnDmWkqV8FRp,8,[],male
358,Carlos Franzetti,Carlos Franzetti,spotify:artist:7uZe9PKEDBcgMePywrHt8d,8,[],male
359,Guillermo Vadala,Guillermo Vadala,spotify:artist:16Zrj1Fc0tOeRmdBGftuhD,17,['argentine jazz'],male
360,Domingo Cura,Domingo Cura,spotify:artist:0PyBsZlcv8KxT5BsBFnmwG,18,['tango'],male
361,Los Fronterizos,Los Fronterizos,spotify:artist:3JY4oF6rBQ45FSVUJtXixb,33,"['chamame', 'folclore salteno', 'folklore argentino', 'zamba']",NA
362,Dúo Nuevo Cuyo,Dúo Nuevo Cuyo,spotify:artist:6KR1dWZ3UsJUio6LLkuTR2,14,[],NA
363,Maria Graña,Maria Graña,spotify:artist:1Yr19zGBA3JmVYOcE4JwRG,23,['tango cancion'],female
364,Luna Monti,Luna Monti,spotify:artist:5RkjP5JxGRSX834GatSoCt,14,[],female
365,Nacha Roldán,Nacha Roldán,spotify:artist:5ecl4cSr8UkV7VAgBuQmYh,13,[],female
366,La Chilinga,La Chilinga,spotify:artist:7J2YL38BFK6fxvA6p6NNfx,37,[],NA
367,Alberto Rojo,Alberto Rojo,spotify:artist:178VA738PauCWm1ZjjSaD2,18,['folklore argentino'],male
368,Coqui Sosa,Coqui Sosa,spotify:artist:4EVLp3DfgfKHi1atOxc7Wb,10,['folclore tucumano'],male
369,Jorge Giuliano,Jorge Giuliano,spotify:artist:4ohvKWdqkkcnCiWo6qBcRk,16,[],male
370,Javier Casalla,Javier Casalla,spotify:artist:2LzLXJNPrHvw62NE5vKIHo,34,[],male
371,Sof Tot,Sof Tot,spotify:artist:0QLkVX5UDeJyKxSA8z8mtj,9,['electronica argentina'],female
372,Muray,Muray,spotify:artist:4at5t9fkW0HFE6OWPvAI9j,4,[],male
373,B-Sides,B-Sides,spotify:artist:578rh4s6ZYNBBEhdly58XQ,15,[],NA
374,Agapornis,Agapornis,spotify:artist:27Yc5RzJf27tJfqezJnHY1,54,"['cumbia pop', 'cumbia villera']",NA
375,Kris Alaniz,Kris Alaniz,spotify:artist:2BBJWIcxT5ermErEg2LbWB,13,['argentine hip hop'],female
376,Picnic,Picnic,spotify:artist:7GswG3FAeOtdj7lbSSu4Qr,9,[],NA
377,Poseidotica,Poseidotica,spotify:artist:35c7I7m05XIsgtiCq1o99U,13,['latin american heavy psych'],NA
378,Isla de los Estados,Isla de los Estados,spotify:artist:1lCe34SkMDohDtxVgyL8lK,16,['electronica argentina'],NA
379,Il Carlo,Il Carlo,spotify:artist:0fv2685TCe5p3NzyhvgJCY,1,[],male
380,Agus Cassano,Agus Cassano,spotify:artist:5Jmui4kpdCfcyz8KFSpHRY,10,[],female
381,Vilma Palma e Vampiros,Vilma Palma e Vampiros,spotify:artist:5VQCk9RiLwri99OgOT34kq,62,"['argentine rock', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol']",NA
382,Andy Chango,Andy Chango,spotify:artist:6gRaeWdE7T2FCClI72x4Ln,20,[],male
383,Ciro Fogliatta,Ciro Fogliatta,spotify:artist:5bPCAiEmMvXK12rK6mVh6k,7,['rock nacional'],male
384,Poli y Prietto,Poli y Prietto,spotify:artist:6T7P1dGrdFKk84GJzAOgiL,27,['pop argentino'],NA
385,Los Abuelos De La Nada,Los Abuelos De La Nada,spotify:artist:5R3NywPPOyhLfdvutgg0me,61,"['argentine rock', 'latin alternative', 'latin rock', 'post-punk argentina', 'rock en espanol', 'rock nacional', 'ska argentino']",NA
386,Daniel Melingo,Daniel Melingo,spotify:artist:08X5fKnU2tkjH4IeLnl8vt,20,['tango'],male
387,Palito Ortega,Palito Ortega,spotify:artist:4jCduxx9HzFKS0RrRAtVXD,50,"['cancion melodica', 'mexican rock-and-roll', 'pop romantico']",male
388,Raúl Lavié,Raúl Lavié,spotify:artist:2GFIX098sqpvCSY9ZQHI4D,28,['tango cancion'],male
389,Carli Jiménez,Carli Jiménez,spotify:artist:5rGUuPEIFYMVmocNdihpUe,24,['cuarteto'],male
390,Javier Calamaro,Javier Calamaro,spotify:artist:1zqYQ7L6ESgIV03vRAC8Nc,0,[],male
391,Banda XXI,Banda XXI,spotify:artist:1HHj74UqXjKHUjf4tav0zU,2,[],NA
392,Damian Cordoba,Damian Cordoba,spotify:artist:4haveXmEihPeMsRLKsaqQ5,2,[],male
393,La Konga,La Konga,spotify:artist:0XORjaOkimtutsShblypI7,21,[],NA
394,Slim Dee,Slim Dee,spotify:artist:7jiMD3vf8pQSfYOqsftWVg,12,['argentine hip hop'],male
395,Nene Bellako,Nene Bellako,spotify:artist:23VHwtnLwwlIY6867yLKxF,0,[],NA
396,Manu Rg,Manu Rg,spotify:artist:4BYjb5lZPyqyEJgSCkxXuH,40,['previa'],male
397,Carlos Mellino,Carlos Mellino,spotify:artist:4POuvOTYZeAgJ0yP8E0j79,20,[],male
398,Nacho Nacif,Nacho Nacif,spotify:artist:3ZQ41cUBIlokZkViPuam4F,2,[],male
399,Cacho Castaña,Cacho Castaña,spotify:artist:3lwRbCTt1qmo0QgXUai8ao,47,"['argentine rock', 'rock en espanol', 'rock nacional']",male
400,Anabella Cartolano,Anabella Cartolano,spotify:artist:08DbRq8mfXjAQPIyhR070C,17,[],female
401,Facundo Barrionuevo,Facundo Barrionuevo,spotify:artist:79p3OrS2zGmMcfYrNOEOak,4,[],male
402,Nina Suárez,Nina Suárez,spotify:artist:1NQmLvlEcg6hE8CQ0r31GV,15,[],female
403,Jorge Serrano,Jorge Serrano,spotify:artist:0MKZAy5tWkpbK7elkCZRLF,50,[],male
404,Ulises Conti,Ulises Conti,spotify:artist:2GbKQKL9D1dkfoSMeWM7vV,18,"['argentine ambient', 'compositional ambient']",male
405,Kumbia Queers,Kumbia Queers,spotify:artist:5YyaDaOco3I0zoLtGxDM5K,31,"['argentine punk', 'nu-cumbia', 'queercore', 'rap latina']",NA
406,Todos Tus Muertos,Todos Tus Muertos,spotify:artist:4Pi85oI4dmppSqROLj7rgy,43,"['argentine hardcore', 'argentine punk', 'argentine rock', 'latin alternative', 'latin metal', 'latin rock', 'reggae en espanol', 'rock en espanol', 'ska argentino']",NA
407,Rocio Igarzabal,Rocio Igarzabal,spotify:artist:7HzX50l6Oi0gFLTkdHJcOZ,25,"['argentine telepop', 'cantautora argentina']",female
408,Sol Pereyra,Sol Pereyra,spotify:artist:6nmZ0P2weepXhXvox51G1A,35,"['argentine indie', 'deep latin alternative', 'indie cordoba']",female
409,Mala Fama,Mala Fama,spotify:artist:1AvkrI2S7knrbaZxydvc9B,44,['cumbia villera'],NA
410,Daniel Piazzolla Octet,Daniel Piazzolla Octet,spotify:artist:2enk2JDiMeliIGhAaIIYBU,5,[],NA
411,Hernan Salinas,Hernan Salinas,spotify:artist:2W5cwkDmgEmBBMw9mI31Du,0,[],male
412,Divina Gloria,Divina Gloria,spotify:artist:4R6X8AfgS6zLLB1T32o2b5,4,[],female
413,Raul Carnota Trio,Raul Carnota Trio,spotify:artist:60zk3xk8s1aXP4VzmEixMk,1,[],male
414,Spinetta Jade,Spinetta Jade,spotify:artist:3WxVICwFDAWMTWH8sELmRe,39,"['argentine indie', 'argentine rock', 'latin rock', 'rock en espanol', 'rock nacional']",NA
415,Atilio Bertagni,Atilio Bertagni,spotify:artist:5k20ZoFDfPecgcA77HhUjZ,0,[],NA
416,César Angeleri,César Angeleri,spotify:artist:0dXS98DkHEA9K2H1YjKiTQ,9,[],male
417,Fernando Suárez Paz,Fernando Suárez Paz,spotify:artist:0iAXfgocPlqCBCJF0ePtWe,21,[],male
418,Marcela Roggeri,Marcela Roggeri,spotify:artist:7eHNjAADUow33FO8ZXTnja,20,['latin american classical piano'],female
419,Horacio Malvicino,Horacio Malvicino,spotify:artist:3xevpuwJnWpMqAG1OQ6tyw,11,[],male
420,Jaime Gosis,Jaime Gosis,spotify:artist:2zrOtvSZABUlEK1BKXB2pY,4,[],NA
421,Antonio Agri,Antonio Agri,spotify:artist:4WZMrqz4osPATbgxXk8Ybq,8,[],male
422,Oscar Lopez Ruiz,Oscar Lopez Ruiz,spotify:artist:56Aircc0D2IkPge7hrZuAZ,4,[],male
423,Osvaldo Manzi,Osvaldo Manzi,spotify:artist:7fHTuS9UpTt3OrSadZT0jE,1,[],male
424,Hector de Rosas,Hector de Rosas,spotify:artist:0ON4VPRzGR8VO2H1E67L30,0,[],male
